started,video,serverSynFlags,serverFinFlags,serverAckFlags,serverUrgFlags,serverRstFlags,serverPshFlags,serverByteCount,serverPacketCount,serverMinBytesPerPacket,serverMaxBytesPerPacket,serverMedBytesPerPacket,serverAvgBytesPerPacket,serverStdBytesPerPacket,serverKurBytesPerPacket,serverSkeBytesPerPacket,serverMinBytesInFlight,serverMaxBytesInFlight,serverMedBytesInFlight,serverAvgBytesInFlight,serverStdBytesInFlight,serverKurBytesInFlight,serverSkeBytesInFlight,serverMinInterArrivalTime,serverMaxInterArrivalTime,serverMedInterArrivalTime,serverAvgInterArrivalTime,serverStdInterArrivalTime,serverKurInterArrivalTime,serverSkeInterArrivalTime,serverMinRwnd,serverMaxRwnd,serverMedRwnd,serverAvgRwnd,serverStdRwnd,serverKurRwnd,serverSkeRwnd,serverThroughput,serverIdleTime,serverOutOfOrderBytes,serverOutOfOrderPackets,serverZeroRetransmit,serverOneRetransmit,serverTwoRetransmit,serverXRetransmit,serverMinRetransmit,serverMaxRetransmit,serverMedRetransmit,serverAvgRetransmit,serverStdRetransmit,serverKurRetransmit,serverSkeRetransmit,serverGoodput,userSynFlags,userFinFlags,userAckFlags,userUrgFlags,userRstFlags,userPshFlags,userByteCount,userPacketCount,userMinBytesPerPacket,userMaxBytesPerPacket,userMedBytesPerPacket,userAvgBytesPerPacket,userStdBytesPerPacket,userKurBytesPerPacket,userSkeBytesPerPacket,userMinBytesInFlight,userMaxBytesInFlight,userMedBytesInFlight,userAvgBytesInFlight,userStdBytesInFlight,userKurBytesInFlight,userSkeBytesInFlight,userMinInterArrivalTime,userMaxInterArrivalTime,userMedInterArrivalTime,userAvgInterArrivalTime,userStdInterArrivalTime,userKurInterArrivalTime,userSkeInterArrivalTime,userMinRwnd,userMaxRwnd,userMedRwnd,userAvgRwnd,userStdRwnd,userKurRwnd,userSkeRwnd,userThroughput,userIdleTime,userOutOfOrderBytes,userOutOfOrderPackets,userZeroRetransmit,userOneRetransmit,userTwoRetransmit,userXRetransmit,userMinRetransmit,userMaxRetransmit,userMedRetransmit,userAvgRetransmit,userStdRetransmit,userKurRetransmit,userSkeRetransmit,userGoodput,userMinRTT,userMaxRTT,userMedRTT,userAvgRTT,userStdRTT,userKurRTT,userSkeRTT
1,1575,2,0,3636,0,0,327,5212191,3636,0,1460,1460,1433.495875,187.528483,50.334442,-7.173129,1,86141,33580,33370.81151,18991.97982,-1.154862,0.038458,0.000001,4.938886,0.000001,0.002463,0.099131,2051.864263,44.686988,64240,64240,64240,64240,0,-3,0,5791323.333,9,5212191,3634,0.883117,0,0,0.001834,0,8,0,0.003311,0.14854,2459.448513,48.429037,5791323.333,2,0,888,0,0,14,10990,890,0,1122,0,12.348315,109.285298,91.916152,9.541079,0,1122,0,366.4,473.963754,-1.128564,0.812843,0.000002,4.938133,0.000019,0.010085,0.200219,498.172343,22.04953,27740,65535,65535,64580.54832,4843.600321,40.183398,-6.359891,15700,10,0,0,1.766234,0,0,0.116883,0,777,0,48.444444,178.030966,12.586158,3.790487,15700,0.078917,1.143932,0.265598,0.350986,0.337397,1.257087,1.631189
1,1576,2,0,4192,0,0,363,6040439,4192,0,1460,1460,1440.944418,161.055692,72.102571,-8.558922,1,64239,32120,31845.07326,18063.35858,-1.082574,0.069933,0.000001,3.257629,0.000001,0.001645,0.06359,2206.126252,46.521267,64240,64240,64240,64240,0,-3,0,5491308.182,9,6040439,4190,0.878205,0,0,0.010538,0,10,0,0.003111,0.161472,3541.008044,58.314741,5491308.182,2,0,638,0,0,15,11860,640,0,1122,0,18.53125,134.60567,59.686634,7.752635,0,1122,0,370.6875,481.519823,-1.188481,0.803051,0.000001,3.257043,0.00003,0.010808,0.162629,331.815689,18.0866,29200,65535,65535,64380.71875,5195.328155,31.02741,-5.606545,16942.85714,10,0,0,1.75641,0,0,0.121795,0,596,0,32.684211,132.891746,13.995962,3.995421,16942.85714,0.138998,0.522137,0.19598,0.256443,0.122695,-0.513387,0.980656
0,1577,2,0,3270,0,0,440,4702444,3270,0,1460,1460,1438.056269,167.985471,61.937268,-7.898986,1,64239,36500,35733.76315,19062.44266,-1.219474,-0.129078,0.000001,6.085244,0.000001,0.003313,0.125084,1952.05218,43.362459,64240,64240,64240,64240,0,-3,0,4702444,9,4702444,3268,0.886905,0,0,0.000902,0,9,0,0.003991,0.172528,2354.901183,47.340919,4702444,2,0,805,0,0,15,11871,807,0,1123,0,14.710037,120.231603,76.554401,8.75063,0,1123,0,371.03125,482.052479,-1.188166,0.803386,0.000003,6.085032,0.000022,0.013453,0.251707,477.387423,21.474795,29200,65535,65535,64593.70508,4667.333753,39.986437,-6.32743,16958.57143,10,0,0,1.77381,0,0,0.113095,0,582,0,41.473684,135.428897,10.478265,3.414955,16958.57143,0.09203,1.954079,0.277996,0.51314,0.522312,1.351435,1.496369
1,1578,2,0,2409,0,0,421,3474657,2409,0,1460,1460,1442.364882,150.937997,77.435939,-8.814708,1,64239,32120,33305.77368,19827.62397,-1.281243,0.095747,0.000001,4.627569,0.000002,0.003828,0.124359,1222.913686,34.882209,64240,64240,64240,64240,0,-3,0,4343321.25,9,3474657,2407,0.871212,0,0,0.002377,0,8,0,0.004587,0.174416,1874.759564,42.283379,4343321.25,2,0,867,0,0,13,9629,869,0,1123,0,11.080552,103.006275,104.936655,10.177179,0,1123,0,343.964286,463.497456,-0.896614,0.942334,0.000002,4.626781,0.000025,0.01063,0.206976,437.382293,20.8916,29200,65535,65535,64490.1496,4716.585625,35.823912,-5.937844,19258,10,0,0,1.742424,0,0,0.128788,0,735,0,50.117647,173.411066,11.319702,3.605911,19258,0.072956,0.559807,0.262976,0.253402,0.154573,-0.980691,0.394526
1,1579,4,0,1084,0,0,172,1533685,1084,0,1460,1460,1414.838561,240.359257,27.207956,-5.342199,1,64239,27740,30193.52986,18587.71082,-1.044395,0.233425,0.000001,6.258307,0.000002,0.008451,0.204389,825.24949,28.044646,64240,64240,64240,64240,0,-3,0,2556141.667,10,1533685,1080,0.825,0,0.076236,0.000249,0,7,0,0.012138,0.238346,700.406763,25.15483,2556141.667,4,0,403,0,0,17,10596,407,0,1120,0,26.034398,150.947112,44.166078,6.625216,0,1120,0,278.947368,416.576331,0.123251,1.333391,0.000001,6.257693,0.000025,0.022869,0.33405,304.9895,17.080191,29200,65535,65535,62216.52334,8981.570861,6.398683,-2.816433,21192,10,0,0,3.3,0,0,0.175,0,352,0,15.28,68.871777,19.856532,4.665095,21192,0.050068,0.345945,0.142097,0.163751,0.100114,-0.9334,0.637177
1,1580,3,1,1828,0,0,226,2623304,1828,0,1460,1460,1435.067834,182.430979,53.193627,-7.381922,1,64239,32120,34328.815,19748.19648,-1.270269,0.029252,0.000001,10.047204,0.000001,0.011089,0.282773,993.453428,30.547918,64239,64240,64240,64239.99891,0.033059,909.001095,-30.182795,3747577.143,9,2623304,1825,0.847475,0,0.083333,0.001595,0,8,0,0.007163,0.205847,1278.879618,34.447938,3747577.143,3,1,574,0,0,15,10225,577,0,1102,0,17.720971,125.97103,63.476443,7.913271,0,1102,0,300.823529,429.177289,-0.411674,1.131456,0.000004,10.04767,0.000018,0.03526,0.503221,309.6243,17.088739,29200,65535,65535,63680.05893,6632.621633,18.395578,-4.418596,17041.66667,9,0,0,2.542424,0,0.066667,0.085859,0,441,0,25.227273,93.669599,14.682581,3.993683,17041.66667,0.092983,0.672102,0.1719,0.236607,0.16997,1.53414,1.693948
1,1581,2,0,4392,0,0,591,6308899,4392,0,1460,1460,1436.452413,164.552851,58.309298,-7.598955,1,64239,37960,36519.09321,19602.97728,-1.3108,-0.208517,0.000001,4.948444,0.000001,0.002316,0.09085,2416.873226,48.212486,64240,64240,64240,64240,0,-3,0,5257415.833,9,6308899,4390,0.894444,0,0,0.000483,0,7,0,0.002969,0.139291,2235.726548,47.171358,5257415.833,2,0,1409,0,0,15,11869,1411,0,1123,0,8.411765,91.200427,137.519764,11.665943,0,1123,0,370.96875,481.955813,-1.188215,0.803328,0.000001,4.948136,0.000016,0.007218,0.160114,773.711764,27.299003,21900,65535,65535,64672.91283,4470.979637,46.311329,-6.714942,14836.25,10,0,0,1.788889,0,0,0.105556,0,814,0,73.263158,217.000811,5.69802,2.721281,14836.25,0.142813,1.08695,0.19002,0.396458,0.330313,-0.153202,1.199878
1,1582,2,0,3448,0,0,373,4968369,3448,0,1460,1460,1440.942285,161.00279,71.427195,-8.52715,1,64239,33580,33717.87133,19319.64096,-1.285316,-0.005137,0.000001,4.936347,0.000001,0.002721,0.105494,1839.846249,42.535575,64240,64240,64240,64240,0,-3,0,5520410,9,4968369,3446,0.883117,0,0,0.001957,0,8,0,0.003492,0.152547,2331.608541,47.154508,5520410,2,0,898,0,0,14,10998,900,0,1123,0,12.22,108.77455,93.02523,9.597439,0,1123,0,366.666667,474.386223,-1.128117,0.813218,0.000001,4.935879,0.000018,0.010442,0.206401,476.091109,21.672074,29200,65535,65535,64453.44778,5127.267758,32.846478,-5.758827,15711.42857,10,0,0,1.766234,0,0,0.116883,0,799,0,49,182.889159,12.716257,3.814573,15711.42857,0.113964,0.634193,0.227928,0.258565,0.126827,2.7787,1.673505
0,1583,2,0,3612,0,0,366,5210852,3612,0,1460,1460,1442.650055,151.93159,78.718891,-8.914221,1,64239,29200,30596.82987,18737.69505,-1.114558,0.226924,0.000001,4.741146,0.000001,0.002733,0.093621,1964.06053,42.459024,64240,64240,64240,64240,0,-3,0,4737138.182,9,5210852,3610,0.878205,0,0,0.010557,0,10,0,0.003612,0.173992,3048.879492,54.113135,4737138.182,2,0,790,0,0,15,12049,792,0,1143,0,15.213384,123.392036,75.283249,8.68145,0,1143,0,376.59375,490.680768,-1.183041,0.808732,0.000001,4.740866,0.000018,0.012489,0.19978,426.459168,19.813309,11680,65535,65535,64155.36616,5803.911488,27.388562,-5.136478,15061.25,9,0,0,1.75641,0,0,0.121795,0,736,0,40.684211,164.094983,13.969931,3.99048,15061.25,0.077009,0.940084,0.157118,0.275596,0.255091,2.018272,1.878326
0,1584,2,3,1290,0,0,177,1848661,1290,0,1460,1460,1433.070543,190.411457,49.508582,-7.126547,1,64239,29200,30844.64391,20046.6783,-1.320489,0.154426,0.000001,1.355722,0.000003,0.00471,0.051394,452.935834,19.845358,64239,64240,64240,64239.99845,0.039344,640.001553,-25.33775,1155413.125,16,1848661,1288,0.833333,0.023016,0.074384,0.013054,0,3,0,0.211268,0.62908,7.422471,2.926176,1155413.125,2,2,427,0,0,6,1734,429,0,518,0,4.041958,39.144799,137.623664,11.359134,0,518,0,108.5,172.648849,0.967967,1.517242,0.00001,1.31534,0.000061,0.014744,0.085479,147.293526,11.245266,29200,65535,65535,63941.25874,6255.308556,19.129677,-4.463446,5780,17,0,0,1.666667,0,0,0.166667,0,259,0,34.75,80.391879,2.534924,2.041741,5780,0.156164,0.240088,0.20647,0.198841,0.032291,-1.593545,-0.191459
